公司名,时间,目标词的总词频,总词频,比值
000002万科A,2010,0,186938,0.0000
000002万科A,2011,0,192448,0.0000
000002万科A,2012,0,205333,0.0000
000002万科A,2013,5,101297,0.0049
000002万科A,2014,5,107892,0.0046
000002万科A,2015,3,113186,0.0027
000002万科A,2016,6,220714,0.0027
000002万科A,2017,2,245736,0.0008
000002万科A,2018,11,273948,0.0040
000002万科A,2019,9,256854,0.0035
000002万科A,2020,15,276504,0.0054
000002万科A,2021,16,284232,0.0056
000002万科A,2022,11,262271,0.0042
000006深振业A,2010,0,90260,0.0000
000006深振业A,2011,2,86414,0.0023
000006深振业A,2012,2,95287,0.0021
000006深振业A,2013,5,99414,0.0050
000006深振业A,2014,4,104501,0.0038
000006深振业A,2015,2,102948,0.0019
000006深振业A,2016,2,112019,0.0018
000006深振业A,2017,2,112621,0.0018
000006深振业A,2018,2,108586,0.0018
000006深振业A,2019,2,114387,0.0017
000006深振业A,2020,4,116002,0.0034
000006深振业A,2021,4,124777,0.0032
000006深振业A,2022,2,120706,0.0017
000012南玻A,2010,0,89492,0.0000
000012南玻A,2011,0,95993,0.0000
000012南玻A,2012,1,85457,0.0012
000012南玻A,2013,0,91779,0.0000
000012南玻A,2014,0,93952,0.0000
000012南玻A,2015,0,96933,0.0000
000012南玻A,2016,0,166659,0.0000
000012南玻A,2017,0,104950,0.0000
000012南玻A,2018,0,108687,0.0000
000012南玻A,2019,0,122957,0.0000
000012南玻A,2020,0,123172,0.0000
000012南玻A,2021,0,70625,0.0000
000012南玻A,2022,0,125237,0.0000
000016深康佳A,2010,0,312781,0.0000
000016深康佳A,2011,0,129526,0.0000
000016深康佳A,2012,0,128171,0.0000
000016深康佳A,2013,1,159863,0.0006
000016深康佳A,2014,1,140027,0.0007
000016深康佳A,2015,0,142210,0.0000
000016深康佳A,2016,0,140512,0.0000
000016深康佳A,2017,0,166004,0.0000
000016深康佳A,2018,1,183761,0.0005
000016深康佳A,2019,1,176249,0.0006
000016深康佳A,2020,0,200249,0.0000
000016深康佳A,2021,0,210368,0.0000
000016深康佳A,2022,1,200033,0.0005
000019深粮控股,2010,3,94950,0.0032
000019深粮控股,2011,0,93542,0.0000
000019深粮控股,2012,1,90562,0.0011
000019深粮控股,2013,1,101349,0.0010
000019深粮控股,2014,1,105373,0.0009
000019深粮控股,2015,1,97950,0.0010
000019深粮控股,2016,0,103220,0.0000
000019深粮控股,2017,0,102297,0.0000
000019深粮控股,2018,0,164939,0.0000
000019深粮控股,2019,0,145160,0.0000
000019深粮控股,2020,0,138739,0.0000
000019深粮控股,2021,2,92840,0.0022
000019深粮控股,2022,1,153560,0.0007
000021深科技,2010,0,127158,0.0000
000021深科技,2011,0,189861,0.0000
000021深科技,2012,0,128745,0.0000
000021深科技,2013,0,130403,0.0000
000021深科技,2014,0,119531,0.0000
000021深科技,2015,0,133871,0.0000
000021深科技,2016,0,120297,0.0000
000021深科技,2017,0,131314,0.0000
000021深科技,2018,0,128538,0.0000
000021深科技,2019,0,142977,0.0000
000021深科技,2020,0,147456,0.0000
000021深科技,2021,1,159468,0.0006
000021深科技,2022,0,152034,0.0000
000026飞亚达,2010,10,113767,0.0088
000026飞亚达,2011,7,106427,0.0066
000026飞亚达,2012,5,118860,0.0042
000026飞亚达,2013,5,108147,0.0046
000026飞亚达,2014,13,104881,0.0124
000026飞亚达,2015,14,106961,0.0131
000026飞亚达,2016,10,109849,0.0091
000026飞亚达,2017,7,121404,0.0058
000026飞亚达,2018,0,114864,0.0000
000026飞亚达,2019,0,115672,0.0000
000026飞亚达,2020,0,120496,0.0000
000026飞亚达,2021,0,81714,0.0000
000026飞亚达,2022,0,122417,0.0000
000027深圳能源,2010,0,141073,0.0000
000027深圳能源,2011,0,154590,0.0000
000027深圳能源,2012,0,158354,0.0000
000027深圳能源,2013,0,157225,0.0000
000027深圳能源,2014,0,142086,0.0000
000027深圳能源,2015,0,156666,0.0000
000027深圳能源,2016,0,191838,0.0000
000027深圳能源,2017,0,223255,0.0000
000027深圳能源,2018,0,210013,0.0000
000027深圳能源,2019,0,228282,0.0000
000027深圳能源,2020,0,233379,0.0000
000027深圳能源,2021,0,259466,0.0000
000027深圳能源,2022,0,288764,0.0000
000028国药一致,2010,0,125188,0.0000
000028国药一致,2011,0,136378,0.0000
000028国药一致,2012,0,157779,0.0000
000028国药一致,2013,0,134035,0.0000
000028国药一致,2014,0,132442,0.0000
000028国药一致,2015,0,130680,0.0000
000028国药一致,2016,1,179763,0.0006
000028国药一致,2017,0,179726,0.0000
000028国药一致,2018,0,192550,0.0000
000028国药一致,2019,0,198724,0.0000
000028国药一致,2020,0,363680,0.0000
000028国药一致,2021,0,455594,0.0000
000028国药一致,2022,0,219701,0.0000
000029深深房A,2010,0,88764,0.0000
000029深深房A,2011,0,88483,0.0000
000029深深房A,2012,0,109829,0.0000
000029深深房A,2013,0,107584,0.0000
000029深深房A,2014,0,107717,0.0000
000029深深房A,2015,0,102002,0.0000
000029深深房A,2016,0,100709,0.0000
000029深深房A,2017,0,99937,0.0000
000029深深房A,2018,0,100809,0.0000
000029深深房A,2019,0,102926,0.0000
000029深深房A,2020,0,108765,0.0000
000029深深房A,2021,0,116035,0.0000
000029深深房A,2022,0,118002,0.0000
000031大悦城,2010,1,160153,0.0006
000031大悦城,2011,0,160047,0.0000
000031大悦城,2012,0,153949,0.0000
000031大悦城,2013,0,163639,0.0000
000031大悦城,2014,0,175419,0.0000
000031大悦城,2015,0,171231,0.0000
000031大悦城,2016,0,197459,0.0000
000031大悦城,2017,5,197489,0.0025
000031大悦城,2018,0,210681,0.0000
000031大悦城,2019,7,264082,0.0027
000031大悦城,2020,7,258278,0.0027
000031大悦城,2021,6,261077,0.0023
000031大悦城,2022,2,223529,0.0009
000032深桑达A,2010,0,93731,0.0000
000032深桑达A,2011,0,90950,0.0000
000032深桑达A,2012,0,129218,0.0000
000032深桑达A,2013,0,121319,0.0000
000032深桑达A,2014,0,128857,0.0000
000032深桑达A,2015,0,143385,0.0000
000032深桑达A,2016,0,116724,0.0000
000032深桑达A,2017,0,129763,0.0000
000032深桑达A,2018,0,152877,0.0000
000032深桑达A,2019,0,158175,0.0000
000032深桑达A,2020,0,163423,0.0000
000032深桑达A,2021,0,302277,0.0000
000032深桑达A,2022,5,267010,0.0019
000039中集集团,2010,1,204519,0.0005
000039中集集团,2011,1,179325,0.0006
000039中集集团,2012,1,195328,0.0005
000039中集集团,2013,1,131519,0.0008
000039中集集团,2014,8,131939,0.0061
000039中集集团,2015,1,137915,0.0007
000039中集集团,2016,12,154223,0.0078
000039中集集团,2017,4,163448,0.0024
000039中集集团,2018,1,177124,0.0006
000039中集集团,2019,1,191769,0.0005
000039中集集团,2020,1,200862,0.0005
000039中集集团,2021,1,344486,0.0003
000039中集集团,2022,4,360929,0.0011
000042中洲控股,2010,0,111023,0.0000
000042中洲控股,2011,0,99588,0.0000
000042中洲控股,2012,0,108456,0.0000
000042中洲控股,2013,0,111935,0.0000
000042中洲控股,2014,0,116525,0.0000
000042中洲控股,2015,1,143043,0.0007
000042中洲控股,2016,1,143915,0.0007
000042中洲控股,2017,1,149580,0.0007
000042中洲控股,2018,2,138517,0.0014
000042中洲控股,2019,1,149558,0.0007
000042中洲控股,2020,0,142450,0.0000
000042中洲控股,2021,0,137127,0.0000
000042中洲控股,2022,0,133205,0.0000
000045深纺织A,2010,0,88344,0.0000
000045深纺织A,2011,0,88724,0.0000
000045深纺织A,2012,0,94443,0.0000
000045深纺织A,2013,0,95182,0.0000
000045深纺织A,2014,0,99713,0.0000
000045深纺织A,2015,0,97822,0.0000
000045深纺织A,2016,0,98953,0.0000
000045深纺织A,2017,0,117374,0.0000
000045深纺织A,2018,0,115561,0.0000
000045深纺织A,2019,0,130564,0.0000
000045深纺织A,2020,0,125118,0.0000
000045深纺织A,2021,0,131835,0.0000
000045深纺织A,2022,0,133782,0.0000
000050深天马A,2010,0,113325,0.0000
000050深天马A,2011,2,112232,0.0018
000050深天马A,2012,1,131848,0.0008
000050深天马A,2013,2,139939,0.0014
000050深天马A,2014,0,158146,0.0000
000050深天马A,2015,1,137098,0.0007
000050深天马A,2016,0,141430,0.0000
000050深天马A,2017,0,159150,0.0000
000050深天马A,2018,0,174070,0.0000
000050深天马A,2019,1,173553,0.0006
000050深天马A,2020,0,179600,0.0000
000050深天马A,2021,6,191431,0.0031
000050深天马A,2022,4,192728,0.0021
000055方大集团,2010,0,87442,0.0000
000055方大集团,2011,0,87171,0.0000
000055方大集团,2012,0,95447,0.0000
000055方大集团,2013,0,87834,0.0000
000055方大集团,2014,0,97848,0.0000
000055方大集团,2015,0,101601,0.0000
000055方大集团,2016,3,113355,0.0026
000055方大集团,2017,2,119047,0.0017
000055方大集团,2018,2,113428,0.0018
000055方大集团,2019,2,141990,0.0014
000055方大集团,2020,2,141183,0.0014
000055方大集团,2021,0,335307,0.0000
000055方大集团,2022,0,148066,0.0000
000060中金岭南,2010,0,93868,0.0000
000060中金岭南,2011,0,97346,0.0000
000060中金岭南,2012,0,105706,0.0000
000060中金岭南,2013,0,118979,0.0000
000060中金岭南,2014,0,140964,0.0000
000060中金岭南,2015,2,148328,0.0013
000060中金岭南,2016,2,143585,0.0014
000060中金岭南,2017,5,160367,0.0031
000060中金岭南,2018,2,153876,0.0013
000060中金岭南,2019,2,154572,0.0013
000060中金岭南,2020,1,158242,0.0006
000060中金岭南,2021,0,175183,0.0000
000060中金岭南,2022,0,182877,0.0000
000061农产品,2010,0,133845,0.0000
000061农产品,2011,0,145330,0.0000
000061农产品,2012,0,163988,0.0000
000061农产品,2013,0,165775,0.0000
000061农产品,2014,1,165743,0.0006
000061农产品,2015,0,150937,0.0000
000061农产品,2016,0,176496,0.0000
000061农产品,2017,1,196794,0.0005
000061农产品,2018,2,190101,0.0011
000061农产品,2019,2,207600,0.0010
000061农产品,2020,2,201277,0.0010
000061农产品,2021,2,195940,0.0010
000061农产品,2022,1,181874,0.0005
000062深圳华强,2010,6,82737,0.0073
000062深圳华强,2011,7,95098,0.0074
000062深圳华强,2012,4,117588,0.0034
000062深圳华强,2013,0,124238,0.0000
000062深圳华强,2014,2,117036,0.0017
000062深圳华强,2015,1,142268,0.0007
000062深圳华强,2016,0,130008,0.0000
000062深圳华强,2017,0,140762,0.0000
000062深圳华强,2018,0,169798,0.0000
000062深圳华强,2019,0,167928,0.0000
000062深圳华强,2020,1,157410,0.0006
000062深圳华强,2021,5,169702,0.0029
000062深圳华强,2022,1,171785,0.0006
000063中兴通讯,2010,0,31819,0.0000
000063中兴通讯,2011,0,155192,0.0000
000063中兴通讯,2012,0,174977,0.0000
000063中兴通讯,2013,3,112585,0.0027
000063中兴通讯,2014,0,108707,0.0000
000063中兴通讯,2015,2,126077,0.0016
000063中兴通讯,2016,2,128796,0.0016
000063中兴通讯,2017,8,130188,0.0061
000063中兴通讯,2018,2,131474,0.0015
000063中兴通讯,2019,0,120461,0.0000
000063中兴通讯,2020,1,124719,0.0008
000063中兴通讯,2021,1,222160,0.0005
000063中兴通讯,2022,1,179175,0.0006
000065北方国际,2010,0,78559,0.0000
000065北方国际,2011,0,85728,0.0000
000065北方国际,2012,0,98473,0.0000
000065北方国际,2013,0,100402,0.0000
000065北方国际,2014,0,112669,0.0000
000065北方国际,2015,0,117300,0.0000
000065北方国际,2016,2,141695,0.0014
000065北方国际,2017,2,140537,0.0014
000065北方国际,2018,0,153992,0.0000
000065北方国际,2019,0,162895,0.0000
000065北方国际,2020,0,181470,0.0000
000065北方国际,2021,0,186497,0.0000
000065北方国际,2022,0,167981,0.0000
000066中国长城,2010,0,59067,0.0000
000066中国长城,2011,3,148593,0.0020
000066中国长城,2012,3,162873,0.0018
000066中国长城,2013,3,168441,0.0018
000066中国长城,2014,1,153624,0.0007
000066中国长城,2015,1,160486,0.0006
000066中国长城,2016,1,145935,0.0007
000066中国长城,2017,1,168565,0.0006
000066中国长城,2018,2,188396,0.0011
000066中国长城,2019,1,227173,0.0004
000066中国长城,2020,10,233930,0.0043
000066中国长城,2021,6,222726,0.0027
000066中国长城,2022,8,194611,0.0041
000069华侨城A,2010,0,116960,0.0000
000069华侨城A,2011,0,129756,0.0000
000069华侨城A,2012,1,127999,0.0008
000069华侨城A,2013,1,137193,0.0007
000069华侨城A,2014,1,125621,0.0008
000069华侨城A,2015,3,134575,0.0022
000069华侨城A,2016,1,151101,0.0007
000069华侨城A,2017,3,173752,0.0017
000069华侨城A,2018,9,222165,0.0041
000069华侨城A,2019,11,239532,0.0046
000069华侨城A,2020,14,205810,0.0068
000069华侨城A,2021,18,227513,0.0079
000069华侨城A,2022,15,208547,0.0072
000070特发信息,2010,0,87494,0.0000
000070特发信息,2011,0,86664,0.0000
000070特发信息,2012,0,111760,0.0000
000070特发信息,2013,9,119809,0.0075
000070特发信息,2014,5,119566,0.0042
000070特发信息,2015,0,134171,0.0000
000070特发信息,2016,0,128637,0.0000
000070特发信息,2017,0,130846,0.0000
000070特发信息,2018,0,139128,0.0000
000070特发信息,2019,0,151867,0.0000
000070特发信息,2020,0,159274,0.0000
000070特发信息,2021,0,175484,0.0000
000070特发信息,2022,0,162007,0.0000
000078海王生物,2010,3,124949,0.0024
000078海王生物,2011,0,138111,0.0000
000078海王生物,2012,0,134775,0.0000
000078海王生物,2013,0,146799,0.0000
000078海王生物,2014,1,141553,0.0007
000078海王生物,2015,0,143698,0.0000
000078海王生物,2016,12,162233,0.0074
000078海王生物,2017,13,176329,0.0074
000078海王生物,2018,10,189327,0.0053
000078海王生物,2019,20,218779,0.0091
000078海王生物,2020,16,203820,0.0079
000078海王生物,2021,20,215233,0.0093
000078海王生物,2022,9,242954,0.0037
000088盐田港,2010,1,76401,0.0013
000088盐田港,2011,3,86468,0.0035
000088盐田港,2012,0,91674,0.0000
000088盐田港,2013,1,91453,0.0011
000088盐田港,2014,11,99305,0.0111
000088盐田港,2015,26,100194,0.0259
000088盐田港,2016,6,106551,0.0056
000088盐田港,2017,4,110567,0.0036
000088盐田港,2018,1,115110,0.0009
000088盐田港,2019,1,116097,0.0009
000088盐田港,2020,1,123038,0.0008
000088盐田港,2021,4,129217,0.0031
000088盐田港,2022,1,130447,0.0008
000089深圳机场,2010,0,120331,0.0000
000089深圳机场,2011,0,111716,0.0000
000089深圳机场,2012,0,113454,0.0000
000089深圳机场,2013,0,126109,0.0000
000089深圳机场,2014,0,127236,0.0000
000089深圳机场,2015,0,122505,0.0000
000089深圳机场,2016,0,119318,0.0000
000089深圳机场,2017,0,121863,0.0000
000089深圳机场,2018,0,128492,0.0000
000089深圳机场,2019,0,144882,0.0000
000089深圳机场,2020,1,139921,0.0007
000089深圳机场,2021,0,146765,0.0000
000089深圳机场,2022,1,125780,0.0008
000090天健集团,2010,0,109245,0.0000
000090天健集团,2011,0,119966,0.0000
000090天健集团,2012,0,135068,0.0000
000090天健集团,2013,0,135834,0.0000
000090天健集团,2014,1,128497,0.0008
000090天健集团,2015,10,156085,0.0064
000090天健集团,2016,3,163836,0.0018
000090天健集团,2017,3,170401,0.0018
000090天健集团,2018,1,77525,0.0013
000090天健集团,2019,1,78495,0.0013
000090天健集团,2020,1,146555,0.0007
000090天健集团,2021,4,154392,0.0026
000090天健集团,2022,1,158646,0.0006
000096广聚能源,2010,0,86838,0.0000
000096广聚能源,2011,0,83127,0.0000
000096广聚能源,2012,0,82731,0.0000
000096广聚能源,2013,0,84715,0.0000
000096广聚能源,2014,0,87539,0.0000
000096广聚能源,2015,0,85011,0.0000
000096广聚能源,2016,0,85647,0.0000
000096广聚能源,2017,0,87193,0.0000
000096广聚能源,2018,0,91494,0.0000
000096广聚能源,2019,1,114850,0.0009
000096广聚能源,2020,2,99282,0.0020
000096广聚能源,2021,1,102764,0.0010
000096广聚能源,2022,1,101444,0.0010
000099中信海直,2010,1,89300,0.0011
000099中信海直,2011,2,102837,0.0019
000099中信海直,2012,2,107624,0.0019
000099中信海直,2013,1,108767,0.0009
000099中信海直,2014,0,107944,0.0000
000099中信海直,2015,0,108631,0.0000
000099中信海直,2016,0,103845,0.0000
000099中信海直,2017,0,108072,0.0000
000099中信海直,2018,0,104416,0.0000
000099中信海直,2019,0,107950,0.0000
000099中信海直,2020,0,101661,0.0000
000099中信海直,2021,4,130121,0.0031
000099中信海直,2022,1,127703,0.0008
000151中成股份,2010,0,72050,0.0000
000151中成股份,2011,0,126241,0.0000
000151中成股份,2012,0,89854,0.0000
000151中成股份,2013,0,85136,0.0000
000151中成股份,2014,0,95100,0.0000
000151中成股份,2015,0,151623,0.0000
000151中成股份,2016,0,86959,0.0000
000151中成股份,2017,0,89844,0.0000
000151中成股份,2018,0,92734,0.0000
000151中成股份,2019,0,108680,0.0000
000151中成股份,2020,0,110778,0.0000
000151中成股份,2021,1,152075,0.0007
000151中成股份,2022,2,136015,0.0015
000153丰原药业,2010,1,127888,0.0008
000153丰原药业,2011,0,73212,0.0000
000153丰原药业,2012,0,83589,0.0000
000153丰原药业,2013,0,90189,0.0000
000153丰原药业,2014,0,82263,0.0000
000153丰原药业,2015,0,88785,0.0000
000153丰原药业,2016,0,95958,0.0000
000153丰原药业,2017,0,95596,0.0000
000153丰原药业,2018,0,96508,0.0000
000153丰原药业,2019,0,103512,0.0000
000153丰原药业,2020,0,108007,0.0000
000153丰原药业,2021,0,108872,0.0000
000153丰原药业,2022,0,117137,0.0000
000157中联重科,2010,0,118988,0.0000
000157中联重科,2011,0,115669,0.0000
000157中联重科,2012,0,120316,0.0000
000157中联重科,2013,0,124840,0.0000
000157中联重科,2014,0,131877,0.0000
000157中联重科,2015,2,139128,0.0014
000157中联重科,2016,0,135606,0.0000
000157中联重科,2017,0,151293,0.0000
000157中联重科,2018,1,159403,0.0006
000157中联重科,2019,1,173167,0.0006
000157中联重科,2020,4,183329,0.0022
000157中联重科,2021,4,195364,0.0020
000157中联重科,2022,6,223210,0.0027
000158常山北明,2010,0,76916,0.0000
000158常山北明,2011,1,79611,0.0013
000158常山北明,2012,0,101387,0.0000
000158常山北明,2013,0,99696,0.0000
000158常山北明,2014,0,93337,0.0000
000158常山北明,2015,0,128611,0.0000
000158常山北明,2016,0,137946,0.0000
000158常山北明,2017,0,137475,0.0000
000158常山北明,2018,0,140241,0.0000
000158常山北明,2019,0,159762,0.0000
000158常山北明,2020,0,155910,0.0000
000158常山北明,2021,0,167166,0.0000
000158常山北明,2022,0,172320,0.0000
000159国际实业,2010,0,72319,0.0000
000159国际实业,2011,0,78310,0.0000
000159国际实业,2012,0,90332,0.0000
000159国际实业,2013,0,93851,0.0000
000159国际实业,2014,0,104312,0.0000
000159国际实业,2015,0,97885,0.0000
000159国际实业,2016,0,101591,0.0000
000159国际实业,2017,0,114216,0.0000
000159国际实业,2018,0,121798,0.0000
000159国际实业,2019,0,126837,0.0000
000159国际实业,2020,0,122377,0.0000
000159国际实业,2021,0,138987,0.0000
000159国际实业,2022,0,127810,0.0000
000301东方盛虹,2010,7,73274,0.0096
000301东方盛虹,2011,4,82084,0.0049
000301东方盛虹,2012,0,86127,0.0000
000301东方盛虹,2013,0,94519,0.0000
000301东方盛虹,2014,0,101418,0.0000
000301东方盛虹,2015,0,90727,0.0000
000301东方盛虹,2016,0,98661,0.0000
000301东方盛虹,2017,5,101439,0.0049
000301东方盛虹,2018,0,134789,0.0000
000301东方盛虹,2019,0,157475,0.0000
000301东方盛虹,2020,0,162566,0.0000
000301东方盛虹,2021,3,172380,0.0017
000301东方盛虹,2022,0,182353,0.0000
000333美的集团,2013,0,123286,0.0000
000333美的集团,2014,4,132935,0.0030
000333美的集团,2015,2,119556,0.0017
000333美的集团,2016,5,120665,0.0041
000333美的集团,2017,5,127916,0.0039
000333美的集团,2018,0,136749,0.0000
000333美的集团,2019,1,155460,0.0006
000333美的集团,2020,0,172593,0.0000
000333美的集团,2021,0,442396,0.0000
000333美的集团,2022,1,199748,0.0005
000338潍柴动力,2010,0,109906,0.0000
000338潍柴动力,2011,0,131133,0.0000
000338潍柴动力,2012,0,149189,0.0000
000338潍柴动力,2013,0,161007,0.0000
000338潍柴动力,2014,0,146038,0.0000
000338潍柴动力,2015,0,147046,0.0000
000338潍柴动力,2016,0,150234,0.0000
000338潍柴动力,2017,0,155044,0.0000
000338潍柴动力,2018,0,190514,0.0000
000338潍柴动力,2019,0,176161,0.0000
000338潍柴动力,2020,5,173207,0.0029
000338潍柴动力,2021,5,189024,0.0026
000338潍柴动力,2022,0,192779,0.0000
000400许继电气,2010,0,71745,0.0000
000400许继电气,2011,0,73030,0.0000
000400许继电气,2012,0,91651,0.0000
000400许继电气,2013,0,96976,0.0000
000400许继电气,2014,0,107327,0.0000
000400许继电气,2015,0,101739,0.0000
000400许继电气,2016,0,109004,0.0000
000400许继电气,2017,0,102246,0.0000
000400许继电气,2018,0,99619,0.0000
000400许继电气,2019,0,113912,0.0000
000400许继电气,2020,0,123784,0.0000
000400许继电气,2021,0,134054,0.0000
000400许继电气,2022,0,134839,0.0000
000401冀东水泥,2010,1,274981,0.0004
000401冀东水泥,2011,2,121759,0.0016
000401冀东水泥,2012,1,143083,0.0007
000401冀东水泥,2013,1,140545,0.0007
000401冀东水泥,2014,1,134045,0.0007
000401冀东水泥,2015,0,140448,0.0000
000401冀东水泥,2016,0,155799,0.0000
000401冀东水泥,2017,0,159684,0.0000
000401冀东水泥,2018,0,188315,0.0000
000401冀东水泥,2019,1,204183,0.0005
000401冀东水泥,2020,0,176308,0.0000
000401冀东水泥,2021,0,202482,0.0000
000401冀东水泥,2022,5,199552,0.0025
000402金融街,2010,0,96350,0.0000
000402金融街,2011,0,97335,0.0000
000402金融街,2012,0,97005,0.0000
000402金融街,2013,0,106137,0.0000
000402金融街,2014,5,121781,0.0041
000402金融街,2015,2,113835,0.0018
000402金融街,2016,2,118696,0.0017
000402金融街,2017,2,143412,0.0014
000402金融街,2018,6,149465,0.0040
000402金融街,2019,6,158476,0.0038
000402金融街,2020,7,167995,0.0042
000402金融街,2021,10,174669,0.0057
000402金融街,2022,13,168425,0.0077
000404长虹华意,2010,0,273848,0.0000
000404长虹华意,2011,0,129723,0.0000
000404长虹华意,2012,0,133827,0.0000
000404长虹华意,2013,0,144098,0.0000
000404长虹华意,2014,0,139174,0.0000
000404长虹华意,2015,0,122128,0.0000
000404长虹华意,2016,0,123312,0.0000
000404长虹华意,2017,2,140524,0.0014
000404长虹华意,2018,7,147210,0.0048
000404长虹华意,2019,6,149740,0.0040
000404长虹华意,2020,3,143735,0.0021
000404长虹华意,2021,3,162754,0.0018
000404长虹华意,2022,3,156758,0.0019
000407胜利股份,2010,2,155224,0.0013
000407胜利股份,2011,2,104244,0.0019
000407胜利股份,2012,3,157155,0.0019
000407胜利股份,2013,3,168222,0.0018
000407胜利股份,2014,3,121350,0.0025
000407胜利股份,2015,2,121868,0.0016
000407胜利股份,2016,4,137174,0.0029
000407胜利股份,2017,2,126258,0.0016
000407胜利股份,2018,0,117390,0.0000
000407胜利股份,2019,0,117069,0.0000
000407胜利股份,2020,0,109370,0.0000
000407胜利股份,2021,0,128532,0.0000
000407胜利股份,2022,0,117714,0.0000
000417合肥百货,2010,6,143985,0.0042
000417合肥百货,2011,5,242457,0.0021
000417合肥百货,2012,3,175887,0.0017
000417合肥百货,2013,3,209397,0.0014
000417合肥百货,2014,1,189158,0.0005
000417合肥百货,2015,0,206371,0.0000
000417合肥百货,2016,0,131517,0.0000
000417合肥百货,2017,0,144402,0.0000
000417合肥百货,2018,0,138687,0.0000
000417合肥百货,2019,2,150809,0.0013
000417合肥百货,2020,0,135825,0.0000
000417合肥百货,2021,0,146843,0.0000
000417合肥百货,2022,0,141934,0.0000
000419通程控股,2010,1,70305,0.0014
000419通程控股,2011,1,72592,0.0014
000419通程控股,2012,1,78316,0.0013
000419通程控股,2013,1,76519,0.0013
000419通程控股,2014,1,71912,0.0014
000419通程控股,2015,0,73898,0.0000
000419通程控股,2016,0,78342,0.0000
000419通程控股,2017,0,79333,0.0000
000419通程控股,2018,0,84181,0.0000
000419通程控股,2019,1,98887,0.0010
000419通程控股,2020,0,95345,0.0000
000419通程控股,2021,0,98310,0.0000
000419通程控股,2022,0,108747,0.0000
000421南京公用,2010,0,80644,0.0000
000421南京公用,2011,2,87556,0.0023
000421南京公用,2012,4,103861,0.0039
000421南京公用,2013,4,95574,0.0042
000421南京公用,2014,4,108424,0.0037
000421南京公用,2015,4,121388,0.0033
000421南京公用,2016,4,120389,0.0033
000421南京公用,2017,4,115177,0.0035
000421南京公用,2018,4,118380,0.0034
000421南京公用,2019,4,124105,0.0032
000421南京公用,2020,3,133226,0.0023
000421南京公用,2021,0,140216,0.0000
000421南京公用,2022,0,167369,0.0000
000423东阿阿胶,2010,0,105856,0.0000
000423东阿阿胶,2011,0,105219,0.0000
000423东阿阿胶,2012,0,114827,0.0000
000423东阿阿胶,2013,0,107809,0.0000
000423东阿阿胶,2014,0,112992,0.0000
000423东阿阿胶,2015,0,118679,0.0000
000423东阿阿胶,2016,0,106864,0.0000
000423东阿阿胶,2017,4,112090,0.0036
000423东阿阿胶,2018,0,121555,0.0000
000423东阿阿胶,2019,0,135306,0.0000
000423东阿阿胶,2020,0,127496,0.0000
000423东阿阿胶,2021,0,138310,0.0000
000423东阿阿胶,2022,0,131511,0.0000
000425徐工机械,2010,0,109071,0.0000
000425徐工机械,2011,0,114866,0.0000
000425徐工机械,2012,0,123723,0.0000
000425徐工机械,2013,0,125937,0.0000
000425徐工机械,2014,0,131231,0.0000
000425徐工机械,2015,0,144102,0.0000
000425徐工机械,2016,0,135065,0.0000
000425徐工机械,2017,6,141780,0.0042
000425徐工机械,2018,5,156831,0.0032
000425徐工机械,2019,5,180186,0.0028
000425徐工机械,2020,5,179809,0.0028
000425徐工机械,2021,11,179313,0.0061
000425徐工机械,2022,10,204076,0.0049
000426兴业银锡,2010,1,99789,0.0010
000426兴业银锡,2011,5,85113,0.0059
000426兴业银锡,2012,4,75121,0.0053
000426兴业银锡,2013,5,82144,0.0061
000426兴业银锡,2014,12,89047,0.0135
000426兴业银锡,2015,11,99892,0.0110
000426兴业银锡,2016,9,109109,0.0082
000426兴业银锡,2017,10,109271,0.0092
000426兴业银锡,2018,11,121396,0.0091
000426兴业银锡,2019,10,138014,0.0072
000426兴业银锡,2020,7,130314,0.0054
000426兴业银锡,2021,4,132851,0.0030
000426兴业银锡,2022,4,155144,0.0026
000428华天酒店,2010,1,149902,0.0007
000428华天酒店,2011,1,109474,0.0009
000428华天酒店,2012,0,102678,0.0000
000428华天酒店,2013,0,116029,0.0000
000428华天酒店,2014,3,105927,0.0028
000428华天酒店,2015,0,110536,0.0000
000428华天酒店,2016,1,113035,0.0009
000428华天酒店,2017,2,123476,0.0016
000428华天酒店,2018,0,128732,0.0000
000428华天酒店,2019,0,146524,0.0000
000428华天酒店,2020,2,143688,0.0014
000428华天酒店,2021,0,144326,0.0000
000428华天酒店,2022,0,138096,0.0000
000429粤高速A,2010,0,103271,0.0000
000429粤高速A,2011,0,112509,0.0000
000429粤高速A,2012,0,108791,0.0000
000429粤高速A,2013,0,101229,0.0000
000429粤高速A,2014,1,100856,0.0010
000429粤高速A,2015,4,88629,0.0045
000429粤高速A,2016,0,110875,0.0000
000429粤高速A,2017,0,114591,0.0000
000429粤高速A,2018,0,115830,0.0000
000429粤高速A,2019,1,120582,0.0008
000429粤高速A,2020,3,126443,0.0024
000429粤高速A,2021,0,126635,0.0000
000429粤高速A,2022,0,128617,0.0000
000488晨鸣纸业,2010,11,108074,0.0102
000488晨鸣纸业,2011,11,135329,0.0081
000488晨鸣纸业,2012,17,158545,0.0107
000488晨鸣纸业,2013,17,174620,0.0097
000488晨鸣纸业,2014,16,151199,0.0106
000488晨鸣纸业,2015,15,150712,0.0100
