公司名,时间,目标词的总词频,总词频,比值
000833粤桂股份,2022,0,167269,0.0000
000836富通信息,2010,4,99012,0.0040
000836富通信息,2011,1,100825,0.0010
000836富通信息,2012,0,92110,0.0000
000836富通信息,2013,0,93737,0.0000
000836富通信息,2014,0,85136,0.0000
000836富通信息,2015,0,99250,0.0000
000836富通信息,2016,11,107970,0.0102
000836富通信息,2017,3,112046,0.0027
000836富通信息,2018,0,122685,0.0000
000836富通信息,2019,0,130924,0.0000
000836富通信息,2020,3,124757,0.0024
000836富通信息,2021,16,127576,0.0125
000836富通信息,2022,18,124063,0.0145
000848承德露露,2010,0,69652,0.0000
000848承德露露,2011,0,75351,0.0000
000848承德露露,2012,0,74732,0.0000
000848承德露露,2013,0,73854,0.0000
000848承德露露,2014,0,75791,0.0000
000848承德露露,2015,0,75710,0.0000
000848承德露露,2016,0,76346,0.0000
000848承德露露,2017,0,78019,0.0000
000848承德露露,2018,0,86055,0.0000
000848承德露露,2019,0,90318,0.0000
000848承德露露,2020,0,99028,0.0000
000848承德露露,2021,0,101487,0.0000
000848承德露露,2022,0,102735,0.0000
000850华茂股份,2010,1,212840,0.0005
000850华茂股份,2011,0,112964,0.0000
000850华茂股份,2012,1,116299,0.0009
000850华茂股份,2013,0,119925,0.0000
000850华茂股份,2014,0,114902,0.0000
000850华茂股份,2015,0,120244,0.0000
000850华茂股份,2016,0,124227,0.0000
000850华茂股份,2017,0,128734,0.0000
000850华茂股份,2018,0,131529,0.0000
000850华茂股份,2019,0,147664,0.0000
000850华茂股份,2020,0,146335,0.0000
000850华茂股份,2021,0,153274,0.0000
000850华茂股份,2022,0,150912,0.0000
000852石化机械,2010,0,139801,0.0000
000852石化机械,2011,0,70880,0.0000
000852石化机械,2012,2,84153,0.0024
000852石化机械,2013,3,85115,0.0035
000852石化机械,2014,3,94804,0.0032
000852石化机械,2015,0,117968,0.0000
000852石化机械,2016,0,107990,0.0000
000852石化机械,2017,0,112179,0.0000
000852石化机械,2018,0,120001,0.0000
000852石化机械,2019,0,129946,0.0000
000852石化机械,2020,0,132101,0.0000
000852石化机械,2021,0,136677,0.0000
000852石化机械,2022,1,149780,0.0007
000858五粮液,2010,0,92114,0.0000
000858五粮液,2011,0,91717,0.0000
000858五粮液,2012,0,88908,0.0000
000858五粮液,2013,0,94311,0.0000
000858五粮液,2014,0,93602,0.0000
000858五粮液,2015,0,93011,0.0000
000858五粮液,2016,0,101663,0.0000
000858五粮液,2017,0,102876,0.0000
000858五粮液,2018,0,107748,0.0000
000858五粮液,2019,0,108470,0.0000
000858五粮液,2020,0,110977,0.0000
000858五粮液,2021,1,120621,0.0008
000858五粮液,2022,1,122304,0.0008
000859国风新材,2010,1,75098,0.0013
000859国风新材,2011,1,81791,0.0012
000859国风新材,2012,0,80100,0.0000
000859国风新材,2013,0,85890,0.0000
000859国风新材,2014,0,91486,0.0000
000859国风新材,2015,0,88862,0.0000
000859国风新材,2016,0,84371,0.0000
000859国风新材,2017,0,93656,0.0000
000859国风新材,2018,4,93066,0.0043
000859国风新材,2019,5,102512,0.0049
000859国风新材,2020,2,112531,0.0018
000859国风新材,2021,4,109152,0.0037
000859国风新材,2022,0,108923,0.0000
000860顺鑫农业,2010,1,93889,0.0011
000860顺鑫农业,2011,1,96348,0.0010
000860顺鑫农业,2012,1,111139,0.0009
000860顺鑫农业,2013,1,116902,0.0009
000860顺鑫农业,2014,2,109454,0.0018
000860顺鑫农业,2015,3,113407,0.0026
000860顺鑫农业,2016,3,106626,0.0028
000860顺鑫农业,2017,3,109233,0.0027
000860顺鑫农业,2018,3,108764,0.0028
000860顺鑫农业,2019,2,125232,0.0016
000860顺鑫农业,2020,0,123189,0.0000
000860顺鑫农业,2021,1,127659,0.0008
000860顺鑫农业,2022,1,136962,0.0007
000861海印股份,2010,0,95983,0.0000
000861海印股份,2011,0,101689,0.0000
000861海印股份,2012,0,114452,0.0000
000861海印股份,2013,3,126487,0.0024
000861海印股份,2014,0,143208,0.0000
000861海印股份,2015,1,131117,0.0008
000861海印股份,2016,0,134822,0.0000
000861海印股份,2017,0,147869,0.0000
000861海印股份,2018,0,149661,0.0000
000861海印股份,2019,0,142382,0.0000
000861海印股份,2020,0,132166,0.0000
000861海印股份,2021,0,134179,0.0000
000861海印股份,2022,0,123573,0.0000
000869张裕A,2010,0,76421,0.0000
000869张裕A,2011,0,83652,0.0000
000869张裕A,2012,0,86088,0.0000
000869张裕A,2013,1,100434,0.0010
000869张裕A,2014,1,98794,0.0010
000869张裕A,2015,0,103782,0.0000
000869张裕A,2016,0,116912,0.0000
000869张裕A,2017,0,117204,0.0000
000869张裕A,2018,0,120080,0.0000
000869张裕A,2019,0,113485,0.0000
000869张裕A,2020,0,111022,0.0000
000869张裕A,2021,1,110350,0.0009
000869张裕A,2022,1,109056,0.0009
000875吉电股份,2010,0,116242,0.0000
000875吉电股份,2011,4,124029,0.0032
000875吉电股份,2012,0,111037,0.0000
000875吉电股份,2013,0,128192,0.0000
000875吉电股份,2014,0,131879,0.0000
000875吉电股份,2015,0,138316,0.0000
000875吉电股份,2016,1,159076,0.0006
000875吉电股份,2017,0,162490,0.0000
000875吉电股份,2018,0,173556,0.0000
000875吉电股份,2019,0,169762,0.0000
000875吉电股份,2020,0,180106,0.0000
000875吉电股份,2021,0,208444,0.0000
000875吉电股份,2022,1,177764,0.0006
000876新希望,2010,1,138161,0.0007
000876新希望,2011,2,173001,0.0012
000876新希望,2012,4,167023,0.0024
000876新希望,2013,2,182455,0.0011
000876新希望,2014,5,154471,0.0032
000876新希望,2015,5,165736,0.0030
000876新希望,2016,5,185334,0.0027
000876新希望,2017,1,217412,0.0005
000876新希望,2018,1,265417,0.0004
000876新希望,2019,4,335288,0.0012
000876新希望,2020,1,598715,0.0002
000876新希望,2021,16,372122,0.0043
000876新希望,2022,4,385198,0.0010
000877天山股份,2010,6,114304,0.0052
000877天山股份,2011,10,112229,0.0089
000877天山股份,2012,5,120364,0.0042
000877天山股份,2013,3,114710,0.0026
000877天山股份,2014,0,115215,0.0000
000877天山股份,2015,5,113055,0.0044
000877天山股份,2016,4,112120,0.0036
000877天山股份,2017,8,127376,0.0063
000877天山股份,2018,11,131868,0.0083
000877天山股份,2019,9,143458,0.0063
000877天山股份,2020,8,248804,0.0032
000877天山股份,2021,29,355017,0.0082
000877天山股份,2022,22,331649,0.0066
000878云南铜业,2010,0,165907,0.0000
000878云南铜业,2011,0,178533,0.0000
000878云南铜业,2012,0,198443,0.0000
000878云南铜业,2013,1,174700,0.0006
000878云南铜业,2014,0,166498,0.0000
000878云南铜业,2015,0,155343,0.0000
000878云南铜业,2016,0,159936,0.0000
000878云南铜业,2017,0,181440,0.0000
000878云南铜业,2018,0,221295,0.0000
000878云南铜业,2019,0,244837,0.0000
000878云南铜业,2020,1,229890,0.0004
000878云南铜业,2021,1,202966,0.0005
000878云南铜业,2022,0,216374,0.0000
000881中广核技,2010,5,93006,0.0054
000881中广核技,2011,8,97655,0.0082
000881中广核技,2012,4,99555,0.0040
000881中广核技,2013,2,100938,0.0020
000881中广核技,2014,2,97462,0.0021
000881中广核技,2015,2,91231,0.0022
000881中广核技,2016,1,154211,0.0006
000881中广核技,2017,1,156342,0.0006
000881中广核技,2018,1,174280,0.0006
000881中广核技,2019,0,169893,0.0000
000881中广核技,2020,1,181309,0.0006
000881中广核技,2021,0,202281,0.0000
000881中广核技,2022,0,200993,0.0000
000882华联股份,2010,0,78035,0.0000
000882华联股份,2011,0,79492,0.0000
000882华联股份,2012,0,96865,0.0000
000882华联股份,2013,0,108486,0.0000
000882华联股份,2014,0,115127,0.0000
000882华联股份,2015,2,114553,0.0017
000882华联股份,2016,37,117498,0.0315
000882华联股份,2017,53,140033,0.0378
000882华联股份,2018,26,139341,0.0187
000882华联股份,2019,13,148032,0.0088
000882华联股份,2020,10,139338,0.0072
000882华联股份,2021,8,146374,0.0055
000882华联股份,2022,5,142418,0.0035
000883湖北能源,2010,2,105543,0.0019
000883湖北能源,2011,1,97872,0.0010
000883湖北能源,2012,5,132295,0.0038
000883湖北能源,2013,2,137243,0.0015
000883湖北能源,2014,2,125020,0.0016
000883湖北能源,2015,0,134394,0.0000
000883湖北能源,2016,0,140739,0.0000
000883湖北能源,2017,0,154037,0.0000
000883湖北能源,2018,1,156596,0.0006
000883湖北能源,2019,0,176293,0.0000
000883湖北能源,2020,0,174278,0.0000
000883湖北能源,2021,1,191270,0.0005
000883湖北能源,2022,10,217003,0.0046
000886海南高速,2010,0,112918,0.0000
000886海南高速,2011,0,186459,0.0000
000886海南高速,2012,0,101095,0.0000
000886海南高速,2013,0,99885,0.0000
000886海南高速,2014,0,102642,0.0000
000886海南高速,2015,0,100018,0.0000
000886海南高速,2016,0,105340,0.0000
000886海南高速,2017,0,115337,0.0000
000886海南高速,2018,0,117970,0.0000
000886海南高速,2019,1,135268,0.0007
000886海南高速,2020,1,132106,0.0008
000886海南高速,2021,1,133746,0.0007
000886海南高速,2022,2,135503,0.0015
000888峨眉山A,2010,0,92447,0.0000
000888峨眉山A,2011,0,100269,0.0000
000888峨眉山A,2012,1,99684,0.0010
000888峨眉山A,2013,2,99255,0.0020
000888峨眉山A,2014,0,99163,0.0000
000888峨眉山A,2015,1,94824,0.0011
000888峨眉山A,2016,0,101142,0.0000
000888峨眉山A,2017,2,101424,0.0020
000888峨眉山A,2018,0,106024,0.0000
000888峨眉山A,2019,0,120156,0.0000
000888峨眉山A,2020,1,123738,0.0008
000888峨眉山A,2021,1,136265,0.0007
000888峨眉山A,2022,2,142217,0.0014
000895双汇发展,2010,13,145776,0.0089
000895双汇发展,2011,13,178717,0.0073
000895双汇发展,2012,0,120640,0.0000
000895双汇发展,2013,0,118296,0.0000
000895双汇发展,2014,0,97320,0.0000
000895双汇发展,2015,0,106622,0.0000
000895双汇发展,2016,0,118499,0.0000
000895双汇发展,2017,0,122656,0.0000
000895双汇发展,2018,0,128067,0.0000
000895双汇发展,2019,0,151756,0.0000
000895双汇发展,2020,1,165640,0.0006
000895双汇发展,2021,0,169403,0.0000
000895双汇发展,2022,0,180838,0.0000
000900现代投资,2010,0,76298,0.0000
000900现代投资,2011,5,83099,0.0060
000900现代投资,2012,1,87435,0.0011
000900现代投资,2013,1,90585,0.0011
000900现代投资,2014,3,91607,0.0033
000900现代投资,2015,0,102283,0.0000
000900现代投资,2016,1,106181,0.0009
000900现代投资,2017,0,117613,0.0000
000900现代投资,2018,0,117956,0.0000
000900现代投资,2019,0,137604,0.0000
000900现代投资,2020,0,149941,0.0000
000900现代投资,2021,8,177239,0.0045
000900现代投资,2022,16,186820,0.0086
000901航天科技,2010,0,106667,0.0000
000901航天科技,2011,0,100430,0.0000
000901航天科技,2012,0,128196,0.0000
000901航天科技,2013,0,134583,0.0000
000901航天科技,2014,6,133391,0.0045
000901航天科技,2015,5,130237,0.0038
000901航天科技,2016,4,163815,0.0024
000901航天科技,2017,2,165866,0.0012
000901航天科技,2018,0,168056,0.0000
000901航天科技,2019,0,164997,0.0000
000901航天科技,2020,0,178732,0.0000
000901航天科技,2021,0,180722,0.0000
000901航天科技,2022,0,190474,0.0000
000903云内动力,2010,0,82850,0.0000
000903云内动力,2011,0,93578,0.0000
000903云内动力,2012,3,107461,0.0028
000903云内动力,2013,2,104507,0.0019
000903云内动力,2014,1,114074,0.0009
000903云内动力,2015,1,156069,0.0006
000903云内动力,2016,0,119417,0.0000
000903云内动力,2017,0,136572,0.0000
000903云内动力,2018,1,120554,0.0008
000903云内动力,2019,0,132103,0.0000
000903云内动力,2020,1,132446,0.0008
000903云内动力,2021,0,130409,0.0000
000903云内动力,2022,6,139765,0.0043
000905厦门港务,2010,1,95600,0.0010
000905厦门港务,2011,1,102896,0.0010
000905厦门港务,2012,0,130116,0.0000
000905厦门港务,2013,0,136977,0.0000
000905厦门港务,2014,0,130252,0.0000
000905厦门港务,2015,0,127545,0.0000
000905厦门港务,2016,0,137376,0.0000
000905厦门港务,2017,0,143551,0.0000
000905厦门港务,2018,0,141806,0.0000
000905厦门港务,2019,2,164703,0.0012
000905厦门港务,2020,2,171118,0.0012
000905厦门港务,2021,1,169903,0.0006
000905厦门港务,2022,0,194694,0.0000
000910大亚圣象,2010,0,115307,0.0000
000910大亚圣象,2011,0,120466,0.0000
000910大亚圣象,2012,0,107484,0.0000
000910大亚圣象,2013,1,108008,0.0009
000910大亚圣象,2014,0,114239,0.0000
000910大亚圣象,2015,8,112489,0.0071
000910大亚圣象,2016,4,111368,0.0036
000910大亚圣象,2017,4,118067,0.0034
000910大亚圣象,2018,10,123941,0.0081
000910大亚圣象,2019,7,134944,0.0052
000910大亚圣象,2020,5,138417,0.0036
000910大亚圣象,2021,4,137592,0.0029
000910大亚圣象,2022,4,135507,0.0030
000915华特达因,2010,3,85135,0.0035
000915华特达因,2011,8,85935,0.0093
000915华特达因,2012,8,75186,0.0106
000915华特达因,2013,7,78138,0.0090
000915华特达因,2014,7,82096,0.0085
000915华特达因,2015,4,83988,0.0048
000915华特达因,2016,3,86193,0.0035
000915华特达因,2017,3,92103,0.0033
000915华特达因,2018,4,92782,0.0043
000915华特达因,2019,4,99094,0.0040
000915华特达因,2020,8,106405,0.0075
000915华特达因,2021,16,109176,0.0147
000915华特达因,2022,14,145236,0.0096
000917电广传媒,2010,14,112846,0.0124
000917电广传媒,2011,6,113032,0.0053
000917电广传媒,2012,7,116008,0.0060
000917电广传媒,2013,10,104445,0.0096
000917电广传媒,2014,8,104329,0.0077
000917电广传媒,2015,5,114175,0.0044
000917电广传媒,2016,4,116771,0.0034
000917电广传媒,2017,0,124066,0.0000
000917电广传媒,2018,0,131384,0.0000
000917电广传媒,2019,1,134503,0.0007
000917电广传媒,2020,2,130903,0.0015
000917电广传媒,2021,1,133782,0.0007
000917电广传媒,2022,0,137365,0.0000
000919金陵药业,2010,1,103065,0.0010
000919金陵药业,2011,0,217645,0.0000
000919金陵药业,2012,6,207684,0.0029
000919金陵药业,2013,5,200979,0.0025
000919金陵药业,2014,5,175800,0.0028
000919金陵药业,2015,5,113507,0.0044
000919金陵药业,2016,5,110748,0.0045
000919金陵药业,2017,6,109204,0.0055
000919金陵药业,2018,4,123531,0.0032
000919金陵药业,2019,5,131735,0.0038
000919金陵药业,2020,0,166220,0.0000
000919金陵药业,2021,0,136559,0.0000
000919金陵药业,2022,0,157642,0.0000
000923河钢资源,2010,3,61009,0.0049
000923河钢资源,2011,3,65175,0.0046
000923河钢资源,2012,0,79805,0.0000
000923河钢资源,2013,0,86316,0.0000
000923河钢资源,2014,0,72363,0.0000
000923河钢资源,2015,1,71814,0.0014
000923河钢资源,2016,0,79110,0.0000
000923河钢资源,2017,0,114389,0.0000
000923河钢资源,2018,0,121963,0.0000
000923河钢资源,2019,0,122117,0.0000
000923河钢资源,2020,0,113187,0.0000
000923河钢资源,2021,1,114239,0.0009
000923河钢资源,2022,0,109218,0.0000
000926福星股份,2010,2,114991,0.0017
000926福星股份,2011,1,102394,0.0010
000926福星股份,2012,0,94165,0.0000
000926福星股份,2013,0,107514,0.0000
000926福星股份,2014,0,104188,0.0000
000926福星股份,2015,1,126180,0.0008
000926福星股份,2016,0,143749,0.0000
000926福星股份,2017,0,155793,0.0000
000926福星股份,2018,6,158226,0.0038
000926福星股份,2019,5,165354,0.0030
000926福星股份,2020,11,152088,0.0072
000926福星股份,2021,7,153219,0.0046
000926福星股份,2022,7,153874,0.0045
000929兰州黄河,2010,1,89568,0.0011
000929兰州黄河,2011,0,91893,0.0000
000929兰州黄河,2012,0,96968,0.0000
000929兰州黄河,2013,0,95627,0.0000
000929兰州黄河,2014,0,98623,0.0000
000929兰州黄河,2015,0,96764,0.0000
000929兰州黄河,2016,0,101878,0.0000
000929兰州黄河,2017,0,113044,0.0000
000929兰州黄河,2018,0,107524,0.0000
000929兰州黄河,2019,0,119575,0.0000
000929兰州黄河,2020,0,127924,0.0000
000929兰州黄河,2021,0,132872,0.0000
000929兰州黄河,2022,0,120052,0.0000
000930中粮科技,2010,0,78705,0.0000
000930中粮科技,2011,0,85339,0.0000
000930中粮科技,2012,0,98488,0.0000
000930中粮科技,2013,0,106447,0.0000
000930中粮科技,2014,3,96472,0.0031
000930中粮科技,2015,0,109509,0.0000
000930中粮科技,2016,0,111848,0.0000
000930中粮科技,2017,0,118096,0.0000
000930中粮科技,2018,0,150031,0.0000
000930中粮科技,2019,0,156583,0.0000
000930中粮科技,2020,1,159065,0.0006
000930中粮科技,2021,5,176492,0.0028
000930中粮科技,2022,160,187117,0.0855
000936华西股份,2010,0,187773,0.0000
000936华西股份,2011,0,76985,0.0000
000936华西股份,2012,0,72400,0.0000
000936华西股份,2013,0,75695,0.0000
000936华西股份,2014,0,88990,0.0000
000936华西股份,2015,0,108049,0.0000
000936华西股份,2016,0,125105,0.0000
000936华西股份,2017,0,131683,0.0000
000936华西股份,2018,4,136210,0.0029
000936华西股份,2019,4,147635,0.0027
000936华西股份,2020,2,137678,0.0015
000936华西股份,2021,1,114452,0.0009
000936华西股份,2022,1,127025,0.0008
000937冀中能源,2010,0,132546,0.0000
000937冀中能源,2011,1,151538,0.0007
000937冀中能源,2012,0,148058,0.0000
000937冀中能源,2013,0,152150,0.0000
000937冀中能源,2014,0,142637,0.0000
000937冀中能源,2015,0,145445,0.0000
000937冀中能源,2016,0,148990,0.0000
000937冀中能源,2017,0,141713,0.0000
000937冀中能源,2018,0,149202,0.0000
000937冀中能源,2019,0,152463,0.0000
000937冀中能源,2020,0,157324,0.0000
000937冀中能源,2021,0,167238,0.0000
000937冀中能源,2022,0,169242,0.0000
000938紫光股份,2010,2,76727,0.0026
000938紫光股份,2011,0,75274,0.0000
000938紫光股份,2012,0,84242,0.0000
000938紫光股份,2013,0,91366,0.0000
000938紫光股份,2014,1,95755,0.0010
000938紫光股份,2015,0,103872,0.0000
000938紫光股份,2016,0,133881,0.0000
000938紫光股份,2017,0,130487,0.0000
000938紫光股份,2018,0,146363,0.0000
000938紫光股份,2019,0,162004,0.0000
000938紫光股份,2020,0,175728,0.0000
000938紫光股份,2021,0,196912,0.0000
000938紫光股份,2022,0,172995,0.0000
000948南天信息,2010,0,110363,0.0000
000948南天信息,2011,1,103187,0.0010
000948南天信息,2012,0,97501,0.0000
000948南天信息,2013,0,153652,0.0000
000948南天信息,2014,0,184994,0.0000
000948南天信息,2015,0,112916,0.0000
000948南天信息,2016,0,111723,0.0000
000948南天信息,2017,0,122340,0.0000
000948南天信息,2018,1,141754,0.0007
000948南天信息,2019,0,136576,0.0000
000948南天信息,2020,1,142235,0.0007
000948南天信息,2021,3,148959,0.0020
000948南天信息,2022,5,153823,0.0033
000949新乡化纤,2010,0,209844,0.0000
000949新乡化纤,2011,2,256242,0.0008
000949新乡化纤,2012,1,84203,0.0012
000949新乡化纤,2013,0,87427,0.0000
000949新乡化纤,2014,0,83858,0.0000
000949新乡化纤,2015,0,85153,0.0000
000949新乡化纤,2016,0,88445,0.0000
000949新乡化纤,2017,0,96080,0.0000
000949新乡化纤,2018,0,91764,0.0000
000949新乡化纤,2019,0,98917,0.0000
000949新乡化纤,2020,0,102381,0.0000
000949新乡化纤,2021,0,116359,0.0000
000949新乡化纤,2022,0,125033,0.0000
000952广济药业,2010,0,102758,0.0000
000952广济药业,2011,0,117332,0.0000
000952广济药业,2012,0,128099,0.0000
000952广济药业,2013,0,87514,0.0000
000952广济药业,2014,2,87389,0.0023
000952广济药业,2015,1,81194,0.0012
000952广济药业,2016,1,79425,0.0013
000952广济药业,2017,2,92483,0.0022
000952广济药业,2018,0,103805,0.0000
000952广济药业,2019,0,98576,0.0000
000952广济药业,2020,0,114520,0.0000
000952广济药业,2021,0,124670,0.0000
000952广济药业,2022,0,123123,0.0000
000957中通客车,2010,1,105865,0.0009
000957中通客车,2011,2,110133,0.0018
000957中通客车,2012,4,138763,0.0029
000957中通客车,2013,3,154177,0.0019
000957中通客车,2014,3,164370,0.0018
000957中通客车,2015,3,178354,0.0017
000957中通客车,2016,0,94983,0.0000
000957中通客车,2017,0,94808,0.0000
000957中通客车,2018,0,101006,0.0000
000957中通客车,2019,0,108458,0.0000
000957中通客车,2020,0,121495,0.0000
000957中通客车,2021,0,124421,0.0000
000957中通客车,2022,0,124804,0.0000
000959首钢股份,2010,0,78776,0.0000
000959首钢股份,2011,0,78539,0.0000
000959首钢股份,2012,0,88878,0.0000
000959首钢股份,2013,0,88656,0.0000
000959首钢股份,2014,0,104075,0.0000
000959首钢股份,2015,0,106049,0.0000
000959首钢股份,2016,0,123933,0.0000
000959首钢股份,2017,1,140603,0.0007
000959首钢股份,2018,0,138684,0.0000
000959首钢股份,2019,0,141702,0.0000
000959首钢股份,2020,0,156021,0.0000
000959首钢股份,2021,1,100367,0.0010
000959首钢股份,2022,9,179578,0.0050
000960锡业股份,2010,1,109788,0.0009
000960锡业股份,2011,0,123862,0.0000
000960锡业股份,2012,0,122979,0.0000
000960锡业股份,2013,0,129369,0.0000
000960锡业股份,2014,0,131817,0.0000
000960锡业股份,2015,0,149625,0.0000
000960锡业股份,2016,0,158231,0.0000
000960锡业股份,2017,0,155886,0.0000
000960锡业股份,2018,0,162979,0.0000
000960锡业股份,2019,0,177609,0.0000
000960锡业股份,2020,0,157169,0.0000
000960锡业股份,2021,0,183993,0.0000
000960锡业股份,2022,0,183253,0.0000
000961中南建设,2010,2,115398,0.0017
000961中南建设,2011,1,124616,0.0008
000961中南建设,2012,1,114439,0.0009
000961中南建设,2013,7,119641,0.0059
000961中南建设,2014,0,126071,0.0000
000961中南建设,2015,0,137115,0.0000
000961中南建设,2016,0,149530,0.0000
000961中南建设,2017,0,223908,0.0000
000961中南建设,2018,12,237499,0.0051
000961中南建设,2019,20,262771,0.0076
000961中南建设,2020,12,259696,0.0046
000961中南建设,2021,14,260483,0.0054
000961中南建设,2022,11,241480,0.0046
000963华东医药,2010,1,95797,0.0010
000963华东医药,2011,2,107472,0.0019
000963华东医药,2012,0,106253,0.0000
000963华东医药,2013,0,96444,0.0000
000963华东医药,2014,0,100327,0.0000
000963华东医药,2015,0,113491,0.0000
000963华东医药,2016,0,124883,0.0000
000963华东医药,2017,0,132586,0.0000
000963华东医药,2018,0,144147,0.0000
000963华东医药,2019,0,158337,0.0000
000963华东医药,2020,0,163497,0.0000
000963华东医药,2021,1,175104,0.0006
000963华东医药,2022,2,209023,0.0010
000966长源电力,2010,0,117297,0.0000
000966长源电力,2011,0,129472,0.0000
000966长源电力,2012,0,121744,0.0000
000966长源电力,2013,0,130820,0.0000
000966长源电力,2014,0,129021,0.0000
000966长源电力,2015,0,121367,0.0000
000966长源电力,2016,0,124938,0.0000
000966长源电力,2017,0,133146,0.0000
000966长源电力,2018,1,145731,0.0007
000966长源电力,2019,0,161683,0.0000
000966长源电力,2020,0,156038,0.0000
000966长源电力,2021,2,184674,0.0011
000966长源电力,2022,0,199695,0.0000
000969安泰科技,2010,0,87883,0.0000
000969安泰科技,2011,1,88587,0.0011
000969安泰科技,2012,0,103121,0.0000
000969安泰科技,2013,0,99987,0.0000
000969安泰科技,2014,0,103428,0.0000
000969安泰科技,2015,16,133773,0.0120
000969安泰科技,2016,24,146612,0.0164
000969安泰科技,2017,25,154687,0.0162
000969安泰科技,2018,24,167401,0.0143
000969安泰科技,2019,25,171460,0.0146
000969安泰科技,2020,14,166476,0.0084
000969安泰科技,2021,11,169084,0.0065
000969安泰科技,2022,11,194212,0.0057
000970中科三环,2010,3,276600,0.0011
000970中科三环,2011,4,82618,0.0048
000970中科三环,2012,6,97185,0.0062
000970中科三环,2013,3,165639,0.0018
000970中科三环,2014,4,176665,0.0023
000970中科三环,2015,4,105682,0.0038
000970中科三环,2016,4,106481,0.0038
000970中科三环,2017,4,110564,0.0036
000970中科三环,2018,4,116144,0.0034
000970中科三环,2019,5,123814,0.0040
000970中科三环,2020,6,124306,0.0048
000970中科三环,2021,5,133134,0.0038
000970中科三环,2022,4,138540,0.0029
000973佛塑科技,2010,0,225882,0.0000
000973佛塑科技,2011,0,208078,0.0000
000973佛塑科技,2012,0,193356,0.0000
000973佛塑科技,2013,0,214268,0.0000
000973佛塑科技,2014,0,126601,0.0000
000973佛塑科技,2015,0,122611,0.0000
000973佛塑科技,2016,1,126811,0.0008
000973佛塑科技,2017,6,130779,0.0046
000973佛塑科技,2018,0,126509,0.0000
000973佛塑科技,2019,0,143538,0.0000
000973佛塑科技,2020,0,143380,0.0000
000973佛塑科技,2021,0,149078,0.0000
000973佛塑科技,2022,0,150638,0.0000
000975银泰黄金,2010,0,77976,0.0000
000975银泰黄金,2011,0,77907,0.0000
000975银泰黄金,2012,0,83504,0.0000
000975银泰黄金,2013,0,106825,0.0000
000975银泰黄金,2014,0,99559,0.0000
000975银泰黄金,2015,0,104914,0.0000
000975银泰黄金,2016,0,96845,0.0000
000975银泰黄金,2017,1,145165,0.0007
000975银泰黄金,2018,1,205636,0.0005
000975银泰黄金,2019,1,192327,0.0005
000975银泰黄金,2020,0,139063,0.0000
000975银泰黄金,2021,0,136222,0.0000
000975银泰黄金,2022,0,127340,0.0000
000977浪潮信息,2010,0,88449,0.0000
000977浪潮信息,2011,0,100025,0.0000
000977浪潮信息,2012,3,92089,0.0033
000977浪潮信息,2013,4,104953,0.0038
000977浪潮信息,2014,0,106318,0.0000
000977浪潮信息,2015,0,116129,0.0000
000977浪潮信息,2016,0,133393,0.0000
000977浪潮信息,2017,0,150811,0.0000
000977浪潮信息,2018,0,168407,0.0000
000977浪潮信息,2019,0,168389,0.0000
000977浪潮信息,2020,0,180537,0.0000
000977浪潮信息,2021,0,145667,0.0000
000977浪潮信息,2022,2,155392,0.0013
000978桂林旅游,2010,0,30539,0.0000
000978桂林旅游,2011,0,27584,0.0000
000978桂林旅游,2012,0,101936,0.0000
000978桂林旅游,2013,0,117107,0.0000
000978桂林旅游,2014,1,108154,0.0009
000978桂林旅游,2015,1,105013,0.0010
000978桂林旅游,2016,1,116600,0.0009
000978桂林旅游,2017,1,130860,0.0008
000978桂林旅游,2018,2,127143,0.0016
000978桂林旅游,2019,2,137520,0.0015
000978桂林旅游,2020,1,140043,0.0007
000978桂林旅游,2021,1,136854,0.0007
000978桂林旅游,2022,1,140051,0.0007
000983山西焦煤,2010,0,97039,0.0000
000983山西焦煤,2011,0,116258,0.0000
000983山西焦煤,2012,1,121710,0.0008
000983山西焦煤,2013,1,120205,0.0008
000983山西焦煤,2014,1,118753,0.0008
000983山西焦煤,2015,0,112226,0.0000
000983山西焦煤,2016,0,117287,0.0000
000983山西焦煤,2017,0,136758,0.0000
000983山西焦煤,2018,0,153740,0.0000
000983山西焦煤,2019,0,170840,0.0000
000983山西焦煤,2020,0,192156,0.0000
000983山西焦煤,2021,0,178043,0.0000
000983山西焦煤,2022,0,211387,0.0000
000985大庆华科,2010,1,51277,0.0020
000985大庆华科,2011,5,60402,0.0083
000985大庆华科,2012,4,67254,0.0059
000985大庆华科,2013,5,69631,0.0072
000985大庆华科,2014,5,65109,0.0077
000985大庆华科,2015,4,58529,0.0068
000985大庆华科,2016,0,64841,0.0000
000985大庆华科,2017,2,62966,0.0032
000985大庆华科,2018,1,62151,0.0016
000985大庆华科,2019,1,79269,0.0013
000985大庆华科,2020,1,88566,0.0011
000985大庆华科,2021,0,95696,0.0000
000985大庆华科,2022,0,74680,0.0000
000988华工科技,2010,2,184631,0.0011
000988华工科技,2011,2,125533,0.0016
000988华工科技,2012,0,127826,0.0000
000988华工科技,2013,0,133060,0.0000
000988华工科技,2014,3,124640,0.0024
000988华工科技,2015,1,114375,0.0009
000988华工科技,2016,0,131433,0.0000
000988华工科技,2017,0,143706,0.0000
000988华工科技,2018,1,157087,0.0006
000988华工科技,2019,0,162649,0.0000
000988华工科技,2020,0,166222,0.0000
